pattern_id,pattern_type,description,threshold
P100657,layering,Multiple sequential transfers across accounts,4
P100658,smurfing,Multiple small transactions within short time,6
P100659,circular,Money returns to original account,4
P100660,layering,Multiple sequential transfers across accounts,9
P100661,smurfing,Multiple small transactions within short time,1
P100662,layering,Multiple sequential transfers across accounts,9
P100663,layering,Multiple sequential transfers across accounts,4
P100664,velocity,High frequency transactions in short time,3
P100665,layering,Multiple sequential transfers across accounts,1
P100666,layering,Multiple sequential transfers across accounts,8
P100667,circular,Money returns to original account,9
P100668,layering,Multiple sequential transfers across accounts,9
P100669,velocity,High frequency transactions in short time,1
P100670,velocity,High frequency transactions in short time,10
P100671,smurfing,Multiple small transactions within short time,3
P100672,smurfing,Multiple small transactions within short time,8
P100673,velocity,High frequency transactions in short time,9
P100674,layering,Multiple sequential transfers across accounts,1
P100675,circular,Money returns to original account,7
P100676,smurfing,Multiple small transactions within short time,1
P100677,smurfing,Multiple small transactions within short time,3
P100678,velocity,High frequency transactions in short time,10
P100679,velocity,High frequency transactions in short time,4
P100680,smurfing,Multiple small transactions within short time,6
P100681,layering,Multiple sequential transfers across accounts,1
P100682,layering,Multiple sequential transfers across accounts,7
P100683,circular,Money returns to original account,8
P100684,circular,Money returns to original account,6
P100685,smurfing,Multiple small transactions within short time,1
P100686,velocity,High frequency transactions in short time,8
P100687,smurfing,Multiple small transactions within short time,10
P100688,velocity,High frequency transactions in short time,2
P100689,velocity,High frequency transactions in short time,9
P100690,velocity,High frequency transactions in short time,3
P100691,layering,Multiple sequential transfers across accounts,8
P100692,circular,Money returns to original account,1
P100693,velocity,High frequency transactions in short time,5
P100694,circular,Money returns to original account,7
P100695,velocity,High frequency transactions in short time,7
P100696,layering,Multiple sequential transfers across accounts,5
P100697,velocity,High frequency transactions in short time,8
P100698,circular,Money returns to original account,1
P100699,velocity,High frequency transactions in short time,1
P100700,layering,Multiple sequential transfers across accounts,9
P100701,velocity,High frequency transactions in short time,3
P100702,smurfing,Multiple small transactions within short time,9
P100703,layering,Multiple sequential transfers across accounts,8
P100704,circular,Money returns to original account,7
P100705,layering,Multiple sequential transfers across accounts,8
P100706,circular,Money returns to original account,2
P100707,circular,Money returns to original account,10
P100708,layering,Multiple sequential transfers across accounts,10
P100709,circular,Money returns to original account,3
P100710,circular,Money returns to original account,8
P100711,layering,Multiple sequential transfers across accounts,6
P100712,circular,Money returns to original account,5
P100713,layering,Multiple sequential transfers across accounts,1
P100714,smurfing,Multiple small transactions within short time,10
P100715,layering,Multiple sequential transfers across accounts,6
P100716,circular,Money returns to original account,8
P100717,smurfing,Multiple small transactions within short time,9
P100718,circular,Money returns to original account,6
P100719,circular,Money returns to original account,2
P100720,velocity,High frequency transactions in short time,4
P100721,velocity,High frequency transactions in short time,3
P100722,smurfing,Multiple small transactions within short time,3
P100723,smurfing,Multiple small transactions within short time,8
P100724,velocity,High frequency transactions in short time,3
P100725,layering,Multiple sequential transfers across accounts,8
P100726,velocity,High frequency transactions in short time,7
P100727,velocity,High frequency transactions in short time,8
P100728,velocity,High frequency transactions in short time,5
P100729,circular,Money returns to original account,7
P100730,circular,Money returns to original account,10
P100731,circular,Money returns to original account,1
P100732,velocity,High frequency transactions in short time,1
P100733,layering,Multiple sequential transfers across accounts,9
P100734,layering,Multiple sequential transfers across accounts,4
P100735,smurfing,Multiple small transactions within short time,2
P100736,velocity,High frequency transactions in short time,7
