complaint_id,text,label
C100881,Suspicious activity detected,fraud
C100882,App is slow,normal
C100883,Multiple OTP requests without action,fraud
C100884,Unknown beneficiary added and funds transferred,fraud
C100885,Login issue,normal
C100886,App is slow,normal
C100887,Login issue,normal
C100888,App is slow,normal
C100889,Unknown beneficiary added and funds transferred,fraud
C100890,Money deducted but not received,fraud
C100891,Login issue,normal
C100892,Money deducted but not received,fraud
C100893,Unknown beneficiary added and funds transferred,fraud
C100894,Unable to update profile,normal
C100895,Suspicious activity detected,fraud
C100896,Login issue,normal
C100897,Multiple OTP requests without action,fraud
C100898,Need account statement,normal
C100899,Suspicious activity detected,fraud
C100900,Unknown beneficiary added and funds transferred,fraud
C100901,Need account statement,normal
C100902,Login issue,normal
C100903,Unauthorized transaction from my account,fraud
C100904,Unable to update profile,normal
C100905,Password reset not working,normal
C100906,Login issue,normal
C100907,Multiple OTP requests without action,fraud
C100908,Password reset not working,normal
C100909,Password reset not working,normal
C100910,Suspicious activity detected,fraud
C100911,Password reset not working,normal
C100912,Unauthorized transaction from my account,fraud
C100913,App is slow,normal
C100914,Money deducted but not received,fraud
C100915,Unknown beneficiary added and funds transferred,fraud
C100916,Multiple OTP requests without action,fraud
C100917,Money deducted but not received,fraud
C100918,Login issue,normal
C100919,Unauthorized transaction from my account,fraud
C100920,Need account statement,normal
C100921,Unable to update profile,normal
C100922,Password reset not working,normal
C100923,Unauthorized transaction from my account,fraud
C100924,Password reset not working,normal
C100925,Unauthorized transaction from my account,fraud
C100926,Need account statement,normal
C100927,Money deducted but not received,fraud
C100928,Unknown beneficiary added and funds transferred,fraud
C100929,Multiple OTP requests without action,fraud
C100930,Suspicious activity detected,fraud
C100931,Need account statement,normal
C100932,Unable to update profile,normal
C100933,Login issue,normal
C100934,Login issue,normal
C100935,Password reset not working,normal
C100936,Password reset not working,normal
C100937,Multiple OTP requests without action,fraud
C100938,App is slow,normal
C100939,Unknown beneficiary added and funds transferred,fraud
C100940,Multiple OTP requests without action,fraud
C100941,Need account statement,normal
C100942,Password reset not working,normal
C100943,Unable to update profile,normal
C100944,Login issue,normal
C100945,Unable to update profile,normal
C100946,Login issue,normal
C100947,Need account statement,normal
C100948,Password reset not working,normal
C100949,Login issue,normal
C100950,Login issue,normal
C100951,Password reset not working,normal
C100952,Unauthorized transaction from my account,fraud
C100953,Login issue,normal
C100954,App is slow,normal
C100955,App is slow,normal
C100956,Unknown beneficiary added and funds transferred,fraud
C100957,Unable to update profile,normal
C100958,Money deducted but not received,fraud
C100959,App is slow,normal
C100960,Login issue,normal
C100961,Unable to update profile,normal
C100962,Login issue,normal
C100963,Unable to update profile,normal
C100964,Unable to update profile,normal
C100965,Unauthorized transaction from my account,fraud
C100966,App is slow,normal
C100967,Need account statement,normal
C100968,Unknown beneficiary added and funds transferred,fraud
C100969,Suspicious activity detected,fraud
C100970,Multiple OTP requests without action,fraud
C100971,Multiple OTP requests without action,fraud
C100972,Multiple OTP requests without action,fraud
C100973,Login issue,normal
C100974,Multiple OTP requests without action,fraud
C100975,App is slow,normal
C100976,App is slow,normal
C100977,App is slow,normal
C100978,Password reset not working,normal
C100979,Password reset not working,normal
C100980,Unknown beneficiary added and funds transferred,fraud
C100981,Need account statement,normal
C100982,App is slow,normal
C100983,Unauthorized transaction from my account,fraud
C100984,Multiple OTP requests without action,fraud
C100985,Money deducted but not received,fraud
C100986,Multiple OTP requests without action,fraud
C100987,Login issue,normal
C100988,Suspicious activity detected,fraud
C100989,Unknown beneficiary added and funds transferred,fraud
C100990,Password reset not working,normal
C100991,Unable to update profile,normal
C100992,Money deducted but not received,fraud
C100993,Unable to update profile,normal
C100994,Login issue,normal
C100995,Password reset not working,normal
C100996,Unable to update profile,normal
C100997,Login issue,normal
C100998,App is slow,normal
C100999,Password reset not working,normal
C101000,Unable to update profile,normal
C101001,Money deducted but not received,fraud
C101002,Unable to update profile,normal
C101003,Suspicious activity detected,fraud
C101004,Password reset not working,normal
C101005,Multiple OTP requests without action,fraud
C101006,Password reset not working,normal
C101007,Unable to update profile,normal
C101008,Login issue,normal
C101009,Unknown beneficiary added and funds transferred,fraud
C101010,Password reset not working,normal
C101011,App is slow,normal
C101012,Unauthorized transaction from my account,fraud
C101013,Suspicious activity detected,fraud
C101014,Unable to update profile,normal
C101015,Money deducted but not received,fraud
C101016,Login issue,normal
C101017,Password reset not working,normal
C101018,Unknown beneficiary added and funds transferred,fraud
C101019,Password reset not working,normal
C101020,Multiple OTP requests without action,fraud
C101021,Multiple OTP requests without action,fraud
C101022,App is slow,normal
C101023,Password reset not working,normal
C101024,App is slow,normal
C101025,Unable to update profile,normal
C101026,Need account statement,normal
C101027,Money deducted but not received,fraud
C101028,App is slow,normal
C101029,Login issue,normal
C101030,Multiple OTP requests without action,fraud
C101031,App is slow,normal
C101032,App is slow,normal
C101033,Unable to update profile,normal
C101034,Money deducted but not received,fraud
C101035,Unknown beneficiary added and funds transferred,fraud
C101036,Unknown beneficiary added and funds transferred,fraud
C101037,Need account statement,normal
C101038,Money deducted but not received,fraud
C101039,Multiple OTP requests without action,fraud
C101040,Need account statement,normal
C101041,Unknown beneficiary added and funds transferred,fraud
C101042,Password reset not working,normal
C101043,Password reset not working,normal
C101044,Unable to update profile,normal
C101045,Suspicious activity detected,fraud
C101046,Login issue,normal
C101047,App is slow,normal
C101048,Unable to update profile,normal
C101049,Multiple OTP requests without action,fraud
C101050,Money deducted but not received,fraud
C101051,Need account statement,normal
C101052,Login issue,normal
C101053,Unknown beneficiary added and funds transferred,fraud
C101054,Money deducted but not received,fraud
C101055,App is slow,normal
C101056,Unknown beneficiary added and funds transferred,fraud
C101057,Need account statement,normal
C101058,Unable to update profile,normal
C101059,Unauthorized transaction from my account,fraud
C101060,Need account statement,normal
C101061,Login issue,normal
C101062,Suspicious activity detected,fraud
C101063,Unauthorized transaction from my account,fraud
C101064,App is slow,normal
C101065,Unable to update profile,normal
C101066,Unauthorized transaction from my account,fraud
C101067,Unknown beneficiary added and funds transferred,fraud
C101068,Need account statement,normal
C101069,Money deducted but not received,fraud
C101070,Multiple OTP requests without action,fraud
C101071,Unable to update profile,normal
C101072,App is slow,normal
C101073,App is slow,normal
C101074,Multiple OTP requests without action,fraud
C101075,Need account statement,normal
C101076,Multiple OTP requests without action,fraud
C101077,Unknown beneficiary added and funds transferred,fraud
C101078,Unknown beneficiary added and funds transferred,fraud
C101079,App is slow,normal
C101080,Money deducted but not received,fraud
C101081,Unable to update profile,normal
C101082,App is slow,normal
C101083,Unauthorized transaction from my account,fraud
C101084,App is slow,normal
C101085,App is slow,normal
C101086,Money deducted but not received,fraud
C101087,Unable to update profile,normal
C101088,Multiple OTP requests without action,fraud
C101089,Suspicious activity detected,fraud
C101090,Password reset not working,normal
